state,participant,segment,duration_s,eda_mean,eda_std,eda_min,eda_max,eda_range,hr_mean,hr_std,hr_min,hr_max,hr_range,acc_mean,acc_std,bvp_mean,bvp_std,temp_mean,temp_std,ibi_mean,ibi_std,ibi_rmssd
STRESS,S08,10,32.0,1.55731240625,0.06639773386880825,1.384273,1.654633,0.27035999999999993,70.9090625,2.187614796094995,67.75,74.8,7.049999999999997,61.75846998674437,0.3569810323024339,-0.3258935546875002,38.8843232336913,32.871875,0.014882351124737795,,,
STRESS,S08,11,34.0,1.4344329779411764,0.08433905627222311,1.299705,1.575191,0.2754859999999999,65.46352941176471,1.4871446829271433,62.83,67.52,4.689999999999998,61.64028483834121,0.13679152760618216,-0.07434742647058823,31.832142760384983,32.91411764705882,0.02315137488724122,,,
STRESS,S09,0,192.0,0.38782620442708327,0.008986561617599219,0.366417,0.434319,0.06790200000000002,84.82463541666665,4.759812329151818,77.6,93.52,15.920000000000002,63.16170687165104,0.07122822679107695,-0.019823404947916626,28.139795825913303,33.647760416666664,0.02587399144236682,0.7137404580152672,0.06635496800677049,0.0388313322704795
STRESS,S09,1,99.0,0.4144412398989899,0.0053015585382859545,0.404852,0.438162,0.033310000000000006,101.99252525252525,7.187368597788304,90.62,110.25,19.629999999999995,63.324899299788555,0.1870376644027094,0.008459595959595927,22.79162617083287,33.582121212121216,0.01816160492578476,0.5825892857142857,0.05614323320102105,0.03186538959399795
STRESS,S09,2,99.0,0.4183656313131313,0.006530256323215674,0.407414,0.495815,0.08840100000000001,101.60545454545455,3.0833286724706044,97.15,107.37,10.219999999999999,63.37367783820545,0.27962689850627825,0.13757102272727278,20.51539501203159,33.53151515151516,0.028510626633548804,0.529532967032967,0.033842541194381646,0.03351189154613628
STRESS,S09,3,242.0,0.2647779679752066,0.022391074668721363,0.25394,0.832765,0.5788249999999999,81.1835123966942,12.529088883138385,70.33,108.4,38.07000000000001,62.87374167170915,0.40672312568353813,-0.055867122933884225,22.204854206519993,33.69603305785124,0.045079898561174885,0.7718538851351351,0.11614456893391492,0.04439036496942376
STRESS,S09,4,131.0,0.290705356870229,0.03974290952883671,0.282126,1.180231,0.898105,92.05534351145039,7.82218613140638,78.5,102.45,23.950000000000003,63.290926159427094,0.08418924769545773,-0.030595181297709977,22.63009993744347,33.62419847328245,0.02760003867884312,0.6756318306010929,0.10786687596980347,0.037008135289553434
STRESS,S09,5,278.0,0.2885961169064748,0.00593602331283373,0.280845,0.433305,0.15245999999999998,69.99647482014389,3.065130734899875,65.58,78.28,12.700000000000003,63.01285443047535,0.18320477361327528,-0.012842850719424521,24.58958380311054,33.51025179856115,0.05019682031908447,0.8448765673981191,0.09603784019390826,0.05321106144166293
STRESS,S09,6,32.0,0.29087379687500003,0.005374187892660176,0.279563,0.334654,0.055091,83.83625,3.1199937399776942,78.4,88.15,9.75,63.12044290096598,0.31534398136292796,0.44594238281250004,32.62062704904448,33.388437499999995,0.01872654783322282,0.546875,0.02655739329996242,0.040969095631646545
STRESS,S09,7,46.0,0.2976739782608696,0.0035080849367483237,0.28725,0.314155,0.026905000000000012,89.1091304347826,0.45353119871091413,88.35,89.97,1.6200000000000045,63.00069274250634,0.13411513459574367,-0.1962703804347826,27.873731092248512,33.34608695652174,0.014667067646461914,0.6620370370370371,0.05628023688154727,0.04161750244108796
STRESS,S09,8,32.0,0.302574546875,0.004093666953087748,0.2975,0.337216,0.03971600000000003,93.895625,2.704005059051296,89.82,97.97,8.150000000000006,62.80447382037463,0.1129579911091032,-0.12610351562499983,27.98638592113645,33.38406249999999,0.015177980555726002,0.5640625,0.05760096434739613,0.031746851499451174
STRESS,S09,9,36.0,0.3024911180555556,0.0025567030867042163,0.296219,0.307749,0.011529999999999985,97.09194444444445,0.799189935165062,95.98,98.5,2.519999999999996,63.12054899932328,0.14060479472874485,0.5836501736111112,29.851679491956038,33.398333333333326,0.01364225461978639,0.6904920212765957,0.08029812057403928,0.04514469490716345
STRESS,S09,10,31.0,0.3037920806451612,0.0029242999895667727,0.298781,0.314155,0.015373999999999999,94.73,0.9522875683863693,93.25,96.05,2.799999999999997,62.85809552232592,0.10150450588460026,-0.5785383064516127,24.196725672010178,33.40483870967741,0.011322534693407956,0.6108630952380952,0.05485301523978141,0.03772480886987093
STRESS,S09,11,36.0,0.30419046527777777,0.01006924029388596,0.291094,0.392307,0.101213,93.0136111111111,2.4938637501517564,87.68,95.6,7.9199999999999875,63.35361031434037,0.25318985455719134,0.0609114583333333,32.22306083811534,33.40166666666667,0.009860132971830731,0.7462797619047619,0.08731708691774166,0.049286907173710946
STRESS,S10,0,184.0,20.0,1.8991510094371817,18.345383,25.243813,6.898429999999998,76.45309782608696,0.9934577687330978,74.57,78.15,3.5800000000000125,61.55916725716089,0.2554230901317156,0.014008152173912955,39.15574017830514,31.327282608695658,0.05721058090168089,0.7687348300970874,0.06279171724602013,0.055709633477479654
STRESS,S10,1,109.0,20.0,0.8241830631595959,24.255257,26.946579,2.6913219999999995,82.6554128440367,1.5946599718717709,78.22,84.67,6.450000000000003,61.78040677731328,0.16315412169445784,0.20567947247706422,32.98381276906714,31.450550458715593,0.015434672179679004,0.7028827519379846,0.04948654178475633,0.03687735857128751
STRESS,S10,2,117.0,20.0,1.705523193047586,24.4718,30.0,7.066218999999997,85.4637606837607,3.061042983666833,82.2,92.2,10.0,61.93963506828466,1.2396579357831723,-0.1623076923076922,43.95657155772485,31.47222222222222,0.03476689434031055,0.66875,0.07743444808352418,0.08804240366863003
